Bulk mode; whois.cymru.com [2015-11-20 16:36:36 +0000]
3       | 128.52.128.0     | 128.52.0.0/16       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
24940   | 144.76.41.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.50.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.53.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.61.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.72.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.8.0       | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.91.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.92.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 144.76.95.0      | 144.76.0.0/16       | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.128.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.190.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.20.0     | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.207.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.233.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.245.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.252.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.255.0    | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.50.0     | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.70.0     | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 148.251.84.0     | 148.251.0.0/16      | DE | ripencc  |            | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.103.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.133.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.140.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.148.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.16.0       | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.192.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.232.0      | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.25.0       | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.39.0       | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.5.0        | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.75.0       | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 176.9.99.0       | 176.9.0.0/16        | DE | ripencc  | 2011-05-17 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.110.0     | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.116.0     | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.16.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.18.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.209.0     | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.46.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.61.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.78.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.85.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.9.0       | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 178.63.97.0      | 178.63.0.0/16       | DE | ripencc  | 2010-03-02 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.109.0     | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.128.0     | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.166.0     | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.178.0     | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.248.0     | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.51.0      | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.60.0      | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.86.0      | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 188.40.90.0      | 188.40.0.0/16       | DE | ripencc  | 2009-04-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 213.133.123.0    | 213.133.96.0/19     | DE | ripencc  | 2002-05-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 213.239.197.0    | 213.239.192.0/18    | DE | ripencc  | 2003-05-28 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 213.239.210.0    | 213.239.192.0/18    | DE | ripencc  | 2003-05-28 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 213.239.216.0    | 213.239.192.0/18    | DE | ripencc  | 2003-05-28 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 213.239.220.0    | 213.239.192.0/18    | DE | ripencc  | 2003-05-28 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.0.0         | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.122.0       | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.147.0       | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.174.0       | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.22.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.38.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.39.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.55.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.60.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 46.4.87.0        | 46.4.0.0/16         | DE | ripencc  | 2010-08-19 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.108.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.110.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.123.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.139.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.140.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.143.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.146.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.151.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.153.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.156.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.158.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.191.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.195.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.234.0        | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.26.0         | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.36.0         | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.49.0         | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.54.0         | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.6.0          | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 5.9.79.0         | 5.9.0.0/16          | DE | ripencc  | 2012-04-25 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.112.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.183.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.193.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.197.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.218.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.221.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.247.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.37.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.51.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.53.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.60.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.46.81.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.120.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.136.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.174.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.176.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.18.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.224.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.228.0      | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.39.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.61.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.73.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 78.47.77.0       | 78.46.0.0/15        | DE | ripencc  | 2007-04-16 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.196.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.201.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.202.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.210.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.211.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.219.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 85.10.237.0      | 85.10.192.0/18      | DE | ripencc  | 2005-02-23 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.109.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.120.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.145.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.19.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.207.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.214.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.227.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.23.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.253.0     | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.38.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.40.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.51.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.56.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.69.0      | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24940   | 88.198.9.0       | 88.198.0.0/16       | DE | ripencc  | 2005-12-27 | HETZNER-AS Hetzner Online GmbH,DE
24961   | 146.0.32.0       | 146.0.32.0/20       | DE | ripencc  | 2011-07-07 | MYLOC-AS myLoc managed IT AG,DE
24961   | 146.0.36.0       | 146.0.32.0/20       | DE | ripencc  | 2011-07-07 | MYLOC-AS myLoc managed IT AG,DE
24961   | 185.15.244.0     | 185.15.244.0/22     | DE | ripencc  | 2013-01-16 | MYLOC-AS myLoc managed IT AG,DE
24961   | 193.111.136.0    | 193.111.136.0/21    | GB | ripencc  | 2002-05-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 217.79.178.0     | 217.79.176.0/20     | DE | ripencc  | 2003-11-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 217.79.179.0     | 217.79.176.0/20     | DE | ripencc  | 2003-11-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 217.79.181.0     | 217.79.176.0/20     | DE | ripencc  | 2003-11-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 217.79.182.0     | 217.79.176.0/20     | DE | ripencc  | 2003-11-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 46.20.33.0       | 46.20.32.0/20       | DE | ripencc  | 2010-08-19 | MYLOC-AS myLoc managed IT AG,DE
24961   | 46.228.199.0     | 46.228.192.0/20     | DE | ripencc  | 2011-02-08 | MYLOC-AS myLoc managed IT AG,DE
24961   | 5.104.106.0      | 5.104.104.0/21      | DE | ripencc  | 2012-06-29 | MYLOC-AS myLoc managed IT AG,DE
24961   | 5.199.130.0      | 5.199.128.0/20      | DE | ripencc  | 2012-08-28 | MYLOC-AS myLoc managed IT AG,DE
24961   | 5.199.142.0      | 5.199.128.0/20      | DE | ripencc  | 2012-08-28 | MYLOC-AS myLoc managed IT AG,DE
24961   | 62.141.44.0      | 62.141.32.0/20      | DE | ripencc  | 2002-08-28 | MYLOC-AS myLoc managed IT AG,DE
24961   | 62.141.45.0      | 62.141.32.0/20      | DE | ripencc  | 2002-08-28 | MYLOC-AS myLoc managed IT AG,DE
24961   | 62.141.46.0      | 62.141.32.0/20      | DE | ripencc  | 2002-08-28 | MYLOC-AS myLoc managed IT AG,DE
24961   | 80.82.215.0      | 80.82.208.0/20      | DE | ripencc  | 2005-04-11 | MYLOC-AS myLoc managed IT AG,DE
24961   | 85.114.133.0     | 85.114.128.0/19     | DE | ripencc  | 2005-02-22 | MYLOC-AS myLoc managed IT AG,DE
24961   | 85.14.240.0      | 85.14.240.0/20      | DE | ripencc  | 2005-04-14 | MYLOC-AS myLoc managed IT AG,DE
24961   | 85.14.253.0      | 85.14.240.0/20      | DE | ripencc  | 2005-04-14 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.208.0     | 89.163.208.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.209.0     | 89.163.208.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.214.0     | 89.163.208.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.217.0     | 89.163.208.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.224.0     | 89.163.224.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 89.163.227.0     | 89.163.224.0/20     | DE | ripencc  | 2006-02-17 | MYLOC-AS myLoc managed IT AG,DE
24961   | 93.186.200.0     | 93.186.192.0/20     | DE | ripencc  | 2008-07-02 | MYLOC-AS myLoc managed IT AG,DE
24971   | 149.62.148.0     | 149.62.144.0/21     | CZ | ripencc  | 2011-07-25 | MASTER-AS Master Internet s.r.o,CZ
24971   | 80.79.23.0       | 80.79.16.0/20       | CZ | ripencc  | 2005-03-16 | MASTER-AS Master Internet s.r.o,CZ
25091   | 46.20.246.0      | 46.20.240.0/20      | CH | ripencc  | 2010-10-19 | IP-MAX IP-Max SA,CH
25151   | 5.157.82.0       | 5.157.80.0/21       | NL | ripencc  | 2012-07-25 | CYSO-AS Cyso Hosting B.V.,NL
25189   | 213.251.199.0    | 213.251.192.0/18    | RU | ripencc  | 2003-05-09 | NLINE-AS ZAO Countrycom,RU
25198   | 89.34.237.0      | 89.34.237.0/24      | RO | ripencc  | 2005-11-29 | NETACTION NETACTION TELECOM SRL-D,RO
25454   | 212.56.214.0     | 212.56.192.0/19     | MD | ripencc  |            | ASN-OMD-FNO Orange Moldova SA,MD
25515   | 95.73.216.0      | 95.73.216.0/21      | RU | ripencc  | 2008-11-28 | CTCNET-AS PJSC Rostelecom,RU
25535   | 185.76.145.0     | 185.76.144.0/22     | RU | ripencc  | 2014-11-10 | ASN-RUCENTER-HOSTING Autonomous Non-commercial Organization _Regional Network Information Center_,RU
25596   | 84.245.32.0      | 84.245.0.0/18       | NL | ripencc  | 2004-08-02 | CAMBRIUM-AS Cambrium IT Services B.V.,NL
25653   | 65.181.112.0     | 65.181.112.0/24     | US | arin     | 2011-03-09 | FORTRESSITX - FortressITX,US
25653   | 65.181.113.0     | 65.181.113.0/24     | US | arin     | 2011-03-09 | FORTRESSITX - FortressITX,US
25653   | 65.181.118.0     | 65.181.64.0/18      | US | arin     | 2011-03-09 | FORTRESSITX - FortressITX,US
25653   | 65.181.123.0     | 65.181.123.0/24     | US | arin     | 2011-03-09 | FORTRESSITX - FortressITX,US
25767   | 199.16.191.0     | 199.16.184.0/21     | US | arin     | 2010-07-15 | ROUTE-256 - Waveform Technology, LLC,US
25926   | 104.128.228.0    | 104.128.228.0/24    | US | arin     | 2014-06-04 | HOSTUS-SOLUTIONS-LLC - HostUS,US
25926   | 162.245.220.0    | 162.245.220.0/23    | US | arin     | 2014-03-31 | HOSTUS-SOLUTIONS-LLC - HostUS,US
26046   | 129.123.7.0      | 129.123.0.0/16      | US | arin     |            | USU-EDU - Utah State University,US
26347   | 173.236.255.0    | 173.236.128.0/17    | US | arin     | 2010-03-30 | DREAMHOST-AS - New Dream Network, LLC,US
27699   | 189.18.145.0     | 189.18.0.0/16       | BR | lacnic   | 2007-01-03 | TELEFÔNICA BRASIL S.A,BR
28192   | 189.90.49.0      | 189.90.48.0/22      | BR | lacnic   | 2008-03-13 | Globalwave Telecom,BR
28573   | 201.81.207.0     | 201.81.0.0/16       | BR | lacnic   | 2006-04-27 | CLARO S.A.,BR
28715   | 185.104.120.0    | 185.104.120.0/22    | GB | ripencc  | 2015-06-12 | BRASSHORNCOMMS Brass Horn Communications,GB
28753   | 178.162.194.0    | 178.162.192.0/19    | DE | ripencc  | 2010-02-05 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 178.162.216.0    | 178.162.192.0/19    | DE | ripencc  | 2010-02-05 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 185.17.144.0     | 185.17.144.0/22     | DE | ripencc  | 2013-01-30 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 37.58.51.0       | 37.58.48.0/20       | DE | ripencc  | 2012-01-17 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.197.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.221.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.223.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.230.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.242.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 46.165.249.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28753   | 5.61.34.0        | 5.61.32.0/20        | GB | ripencc  | 2012-06-07 | LEASEWEB-DE Leaseweb Deutschland GmbH,DE
28762   | 83.69.237.0      | 83.69.237.0/24      | RU | ripencc  | 2004-06-04 | AWAX-AS AWAX Telecom Ltd,RU
28908   | 213.21.123.0     | 213.21.64.0/18      | SE | ripencc  | 2008-02-20 | T3 Telecom3 Sverige AB,SE
28908   | 80.244.81.0      | 80.244.64.0/19      | SE | ripencc  | 2005-02-24 | T3 Telecom3 Sverige AB,SE
29066   | 5.44.101.0       | 5.44.100.0/23       | DE | ripencc  | 2012-05-23 | VELIANET-AS velia.net Internetdienste GmbH,DE
29073   | 93.174.90.0      | 93.174.88.0/21      | NL | ripencc  | 2008-06-20 | ECATEL-AS Ecatel LTD,NL
29073   | 93.174.93.0      | 93.174.88.0/21      | NL | ripencc  | 2008-06-20 | ECATEL-AS Ecatel LTD,NL
29073   | 94.102.53.0      | 94.102.48.0/20      | NL | ripencc  | 2008-08-29 | ECATEL-AS Ecatel LTD,NL
29169   | 173.246.103.0    | 173.246.96.0/20     | US | arin     | 2010-06-18 | GANDI-AS GANDI SAS,FR
29169   | 217.70.191.0     | 217.70.176.0/20     | FR | ripencc  | 2003-07-31 | GANDI-AS GANDI SAS,FR
29169   | 95.142.161.0     | 95.142.160.0/20     | FR | ripencc  | 2009-08-04 | GANDI-AS GANDI SAS,FR
29182   | 188.120.231.0    | 188.120.224.0/20    | RU | ripencc  | 2009-05-04 | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 188.120.234.0    | 188.120.224.0/20    | RU | ripencc  | 2009-05-04 | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 188.120.243.0    | 188.120.240.0/21    | RU | ripencc  | 2009-05-04 | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 188.120.253.0    | 188.120.253.0/24    | RU | ripencc  | 2009-05-04 | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 212.109.216.0    | 212.109.216.0/23    | RU | ripencc  |            | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 82.146.47.0      | 82.146.40.0/21      | RU | ripencc  | 2003-06-18 | ISPSYSTEM-AS JSC _ISPsystem_,LU
29182   | 93.170.123.0     | 93.170.123.0/24     | CZ | ripencc  | 2008-03-20 | ISPSYSTEM-AS JSC _ISPsystem_,LU
